# Monthly Runoff (AHPS Computed)
# units: mm over lake
# Original data source://lre-netapp1/LRE1-Public/Public/Share/H&H/WHS/FORECAST/AHPS
# Last modified 2019-09-03 12:47:17 by DA9
#
"year","month","SUP","MIC","HUR","GEO","MIH","STC","ERI","ONT"
"1975","11","58.16","38.2","15.66","115.58","42.93","170.28","25.29","109.49"
"1975","12","46.12","70.34","45.75","175.96","78.93","600.25","99.24","164.79"
"1976","01","31.27","41.64","18.15","119.03","46.04","116.36","51.53","91.55"
"1976","02","30.02","60.84","66.76","91.43","67.84","1454.5","244.28","223.74"
"1976","03","51.91","113.6","114.5","207.44","129.10","1509.84","182.49","404.27"
"1976","04","123.98","108.14","61.04","407.54","140.31","597.41","73.95","307.6"
"1976","05","88.18","95.41","52.71","251.86","105.96","648.49","67.99","262.19"
"1976","06","60.35","50.13","18.03","119.89","50.32","190.15","36.5","112.05"
"1976","07","40.18","37.19","28.97","64.26","38.73","266.78","31.25","67.74"
"1976","08","29.24","27.49","9.32","50.03","24.85","126.29","22.9","62.62"
"1976","09","25.33","21.63","14.05","87.55","29.68","219.95","50.1","67.38"
"1976","10","29.55","32.34","21.63","102.64","40.01","317.86","59.88","188.59"
"1976","11","28.77","27.49","21.63","109.11","38.67","266.78","35.78","150.5"
"1976","12","24.23","26.68","18.28","109.97","37.25","207.18","30.53","91.91"
"1977","01","19.54","20.01","11.56","75.04","25.99","63.86","8.59","42.84"
"1977","02","18.14","27.49","17.53","63.4","29.86","364.69","79.44","70.67"
"1977","03","75.83","88.74","101.2","294.55","126.36","1400.58","195.14","413.06"
"1977","04","110.69","96.82","41.77","395.9","126.19","685.39","134.54","269.15"
"1977","05","68.01","48.11","16.53","185.44","59.41","208.6","51.29","120.84"
"1977","06","44.4","34.36","12.43","80.65","34.27","122.04","30.77","47.24"
"1977","07","37.21","28.1","9.45","67.71","28.06","66.69","34.35","42.84"
"1977","08","37.37","27.49","20.89","75.04","32.90","49.67","35.07","75.8"
"1977","09","78.8","41.64","24.86","93.58","44.24","442.74","92.8","152.7"
"1977","10","66.6","53.36","34.44","169.92","65.68","391.65","42.94","232.9"
"1977","11","56.6","52.96","24.12","182.86","64.01","350.5","54.63","197.38"
"1977","12","47.84","61.65","42.64","184.15","74.90","972.03","187.03","243.15"
"1978","01","36.9","49.12","22.5","119.89","51.37","224.21","52.72","119.74"
"1978","02","27.2","32.34","14.17","80.65","33.87","97.91","13.6","65.55"
"1978","03","30.96","54.17","30.71","87.98","51.53","712.35","208.73","168.81"
"1978","04","68.01","102.08","93.24","258.33","124.31","1559.51","188.46","540.86"
"1978","05","92.87","89.95","37.92","320","109.19","329.21","62.98","265.85"
"1978","06","62.07","51.14","18.77","118.6","50.86","139.06","28.63","79.46"
"1978","07","46.59","46.09","9.08","65.98","36.51","72.37","23.14","35.15"
"1978","08","48.47","41.24","9.08","75.04","35.59","43.99","15.03","36.25"
"1978","09","43.46","61.25","31.7","115.58","59.82","168.86","24.09","104"
"1978","10","40.81","54.78","23","177.68","63.68","185.89","56.06","109.86"
"1978","11","32.21","42.65","20.89","139.3","50.77","289.48","47.95","93.38"
"1978","12","26.73","39.82","20.39","121.18","46.27","432.8","98.52","128.9"
"1979","01","23.3","32.95","18.4","94.88","37.94","350.5","74.67","174.31"
"1979","02","17.51","23.65","11.44","67.71","26.56","140.48","49.86","99.6"
"1979","03","39.71","104.7","99.71","230.73","123.37","1152.25","176.77","403.54"
"1979","04","99.43","133.61","77.95","451.53","165.81","1098.33","162.22","323.34"
"1979","05","143.05","108.14","44.63","342.42","124.09","473.95","91.13","155.26"
"1979","06","79.89","61.04","18.28","171.64","64.15","188.73","35.31","81.29"
"1979","07","46.75","44.06","21.38","104.8","46.05","192.99","40.55","32.96"
"1979","08","37.05","40.02","14.55","75.04","36.88","59.6","34.83","36.62"
"1979","09","42.84","28.5","8.33","70.3","28.29","146.16","60.12","127.07"
"1979","10","58.47","41.03","23.75","134.12","50.12","200.08","48.43","145.38"
"1979","11","58.78","55.38","35.31","154.39","64.46","683.97","93.75","134.76"
"1979","12","43.15","64.68","49.6","191.91","80.06","872.7","137.65","202.14"
"1980","01","34.08","62.46","38.54","172.94","72.07","456.93","68.23","165.52"
"1980","02","26.58","45.08","26.23","116.44","50.11","256.84","46.04","90.08"
"1980","03","27.36","51.14","53.96","147.92","67.78","798.91","155.78","220.45"
"1980","04","88.49","77.01","58.56","352.77","115.26","710.93","128.1","288.19"
"1980","05","73.95","50.33","38.54","217.79","73.35","374.62","54.87","143.18"
"1980","06","48.78","56.8","22.63","150.51","60.15","222.79","65.36","94.11"
"1980","07","38.15","33.55","14.3","95.74","36.96","157.51","26.72","57.49"
"1980","08","32.68","40.22","9.2","59.51","32.61","107.85","29.1","32.96"
"1980","09","52.53","54.37","23.75","91","49.71","160.35","21.71","43.94"
"1980","10","52.84","46.89","28.1","142.75","55.91","191.57","42.94","114.98"
"1980","11","45.18","38","18.52","148.79","49.19","79.47","32.44","188.95"
"1980","12","36.27","47.5","31.45","147.06","58.06","380.3","54.87","191.15"
"1981","01","30.17","34.36","17.28","102.64","39.50","114.94","29.58","87.52"
"1981","02","45.03","50.74","64.4","152.24","71.89","943.65","147.19","242.42"
"1981","03","55.5","58.01","44.88","237.19","82.47","428.55","51.53","216.42"
"1981","04","96.78","84.49","45.87","327.76","110.50","554.84","94.71","157.83"
"1981","05","70.51","83.48","51.1","217.79","94.02","475.37","72.76","132.19"
"1981","06","64.41","59.02","17.4","140.59","57.83","163.19","95.66","67.01"
"1981","07","45.81","35.78","12.31","80.65","34.93","102.17","26.48","51.63"
"1981","08","30.02","32.54","14.05","61.24","30.79","99.33","17.41","63.72"
"1981","09","29.24","35.17","37.05","85.39","43.95","448.41","86.12","109.86"
"1981","10","62.85","86.51","59.18","164.31","89.65","1014.6","90.89","176.5"
"1981","11","41.59","51.14","26.73","135.85","56.41","344.82","58.68","199.57"
"1981","12","34.4","46.69","26.36","129.38","53.04","219.95","58.68","125.24"
"1982","01","26.58","34.97","21.01","97.9","40.33","219.95","54.15","109.12"
"1982","02","22.51","29.31","13.68","69","30.33","114.94","85.64","62.25"
"1982","03","30.49","77.42","66.26","117.73","80.08","1407.67","267.18","250.47"
"1982","04","88.02","105.92","73.47","344.58","133.32","1112.52","118.32","322.25"
"1982","05","110.38","71.35","25.24","285.5","90.06","231.3","47.47","127.43"
"1982","06","54.56","46.89","33.07","131.1","55.74","252.59","50.57","120.84"
"1982","07","59.57","55.79","14.05","76.76","44.75","89.4","29.1","50.17"
"1982","08","37.84","31.73","17.53","59.95","31.39","131.97","14.07","49.44"
"1982","09","44.56","38.81","18.9","124.2","45.74","205.76","32.44","63.35"
"1982","10","75.2","42.65","15.29","144.04","49.60","105.01","20.52","78.36"
"1982","11","65.2","71.76","41.15","173.37","77.62","706.67","166.27","178.7"
"1982","12","56.75","85.3","53.58","225.12","96.96","743.57","123.81","187.49"
"1983","01","41.59","61.45","34.19","196.22","73.83","341.99","52.72","148.67"
"1983","02","32.52","50.33","33.32","138.44","58.71","344.82","46.04","149.04"
"1983","03","58.32","68.93","36.3","224.69","82.85","248.33","57.73","157.83"
"1983","04","87.24","90.15","62.91","271.26","110.04","639.98","121.42","241.32"
"1983","05","82.55","94.19","70.74","293.26","118.30","736.47","115.22","233.99"
"1983","06","61.29","63.47","29.46","206.14","74.80","201.5","33.87","91.55"
"1983","07","46.59","36.18","12.81","66.41","32.99","166.03","27.2","37.35"
"1983","08","35.18","34.77","22.5","53.48","33.55","221.37","21.47","55.66"
"1983","09","45.34","46.29","26.73","68.14","43.06","188.73","36.5","47.24"
"1983","10","71.92","64.28","31.7","140.59","65.36","251.17","79.68","102.17"
"1983","11","53.78","53.57","30.21","140.16","59.51","492.4","137.17","181.26"
"1983","12","42.06","58.21","34.06","131.97","61.80","759.18","135.5","244.98"
"1984","01","30.49","39.62","19.27","91","40.90","139.06","33.4","114.25"
"1984","02","40.96","69.94","72.23","186.74","89.63","1162.18","131.2","269.52"
"1984","03","38.46","73.17","62.41","227.71","94.46","1045.82","150.29","240.59"
"1984","04","98.34","77.82","56.57","318.27","109.39","532.13","140.75","333.96"
"1984","05","82.86","80.45","39.04","204.42","86.19","356.18","95.18","257.06"
"1984","06","69.26","57","31.95","159.57","64.94","285.22","36.5","127.8"
"1984","07","51.28","39.01","15.04","101.78","40.88","92.24","24.57","63.72"
"1984","08","33.14","26.68","9.95","61.67","26.56","86.56","12.4","44.68"
"1984","09","42.53","42.45","18.9","111.7","45.51","170.28","29.1","77.63"
"1984","10","52.69","55.38","19.39","113.85","52.40","90.82","25.53","44.68"
"1984","11","49.72","72.57","35.31","184.58","77.81","553.42","84.92","102.17"
"1984","12","52.06","67.71","39.91","190.19","77.92","429.96","88.03","171.01"
"1985","01","38.3","62.66","38.17","154.82","69.11","520.78","69.42","175.04"
"1985","02","28.45","56.8","45.87","122.91","63.72","879.8","138.36","155.26"
"1985","03","45.18","115.01","117.61","218.22","132.61","1826.29","176.29","327.37"
"1985","04","97.4","112.18","90.38","409.27","152.72","876.96","132.87","238.76"
"1985","05","81.14","63.67","31.95","315.68","93.49","200.08","46.04","98.87"
"1985","06","65.2","48.31","20.39","159.57","56.66","161.77","52","81.66"
"1985","07","53.31","37.6","14.3","97.03","39.16","76.63","20.75","45.04"
"1985","08","51.12","43.05","22.75","77.2","41.56","241.23","28.86","31.13"
"1985","09","62.38","42.85","22.63","79.35","41.76","113.52","16.7","65.91"
"1985","10","78.33","68.52","27.97","115.58","62.11","391.65","54.15","123.77"
"1985","11","65.51","104.1","49.6","172.51","96.32","1034.47","224.96","296.98"
"1985","12","42.99","68.93","30.58","149.22","68.66","410.1","99.48","172.84"
"1986","01","34.55","55.38","35.18","113.42","57.79","496.66","77.77","186.02"
"1986","02","27.36","49.32","22.63","89.7","46.62","306.51","100.67","149.04"
"1986","03","43.78","81.66","86.53","158.27","95.74","1079.88","128.82","264.02"
"1986","04","131.17","101.67","54.33","398.06","133.27","437.06","67.03","230.7"
"1986","05","85.99","58.21","33.94","205.71","73.69","282.39","51.29","125.24"
"1986","06","64.41","45.28","25.73","132.83","52.69","344.82","43.89","105.83"
"1986","07","52.84","39.82","12.81","80.21","37.02","112.1","31.49","68.84"
"1986","08","42.53","31.53","12.31","65.98","30.46","80.88","23.14","63.72"
"1986","09","48.47","94.8","125.19","117.73","109.02","587.48","48.9","109.49"
"1986","10","54.56","85.3","45.87","140.59","80.61","289.48","67.51","140.62"
"1986","11","51.75","46.69","18.77","121.62","49.16","201.5","57.73","120.84"
"1986","12","41.9","44.67","25.11","133.69","52.31","532.13","110.21","199.94"
"1987","01","34.24","36.18","21.26","103.93","41.98","293.74","36.26","108.03"
"1987","02","28.14","32.95","18.77","75.04","34.86","178.8","44.61","61.15"
"1987","03","51.28","45.68","44.01","179.84","66.81","563.35","65.6","227.77"
"1987","04","60.35","48.51","26.6","235.9","71.26","473.95","90.17","240.22"
"1987","05","57.22","40.43","13.18","141.89","47.43","109.27","31.97","81.66"
"1987","06","40.02","27.89","11.69","82.37","31.10","69.53","28.15","57.49"
"1987","07","34.86","24.86","7.96","50.46","23.16","45.41","30.53","45.41"
"1987","08","30.02","34.56","15.66","41.83","29.20","177.38","61.31","35.89"
"1987","09","32.68","36.99","14.79","58.22","32.75","95.07","33.4","83.49"
"1987","10","45.81","42.25","28.1","115.58","49.22","299.41","46.28","108.39"
"1987","11","43.31","48.92","33.82","139.3","58.33","479.63","50.81","141.35"
"1987","12","44.4","71.76","52.59","175.52","81.92","909.6","129.77","215.32"
"1988","01","30.64","58.42","39.66","139.3","65.02","333.47","57.73","142.45"
"1988","02","23.14","53.77","31.45","134.55","59.12","249.75","70.37","135.49"
"1988","03","34.4","62.46","57.44","153.96","75.53","720.87","95.18","183.09"
"1988","04","91.62","89.34","53.46","446.79","134.78","278.13","58.92","197.74"
"1988","05","77.86","52.55","27.85","249.27","75.85","131.97","23.86","131.46"
"1988","06","42.84","27.49","11.56","105.66","34.63","45.41","8.83","47.24"
"1988","07","33.46","23.45","8.95","51.75","23.02","52.5","12.4","40.65"
"1988","08","36.9","26.68","8.83","51.75","24.56","9.93","17.89","36.62"
"1988","09","35.18","42.65","23.25","77.2","41.53","117.78","28.39","62.98"
"1988","10","43.78","65.49","42.64","165.6","73.79","469.7","98.28","126.34"
"1988","11","71.61","105.11","70.74","266.09","119.28","804.59","133.35","208.36"
"1988","12","51.59","77.42","38.66","207.01","84.99","322.12","60.83","132.19"
"1989","01","35.49","62.66","39.53","158.7","70.20","564.77","99.48","103.27"
"1989","02","27.05","46.09","27.97","120.75","51.91","214.27","48.9","104.73"
"1989","03","36.27","60.84","50.6","164.31","74.04","356.18","66.56","171.74"
"1989","04","84.11","76","48.11","384.26","116.24","404.42","99.72","255.23"
"1989","05","108.03","55.99","26.98","289.81","83.80","180.22","85.64","225.21"
"1989","06","70.67","82.27","29.09","160.43","76.53","154.67","59.4","110.59"
"1989","07","40.18","33.35","9.82","64.26","30.22","112.1","18.85","45.77"
"1989","08","32.05","27.69","8.58","44.42","23.79","49.67","7.87","33.32"
"1989","09","37.99","27.49","8.83","51.75","24.96","87.98","37.21","84.96"
"1989","10","33.93","29.71","18.77","81.08","34.24","280.97","50.81","128.17"
"1989","11","44.71","48.51","36.8","148.79","60.69","540.65","76.58","188.22"
"1989","12","31.42","37.6","24.62","119.89","46.43","147.58","22.66","109.49"
"1990","01","25.48","45.28","47.49","106.52","55.96","867.02","114.51","187.49"
"1990","02","21.89","42.45","41.03","121.62","54.77","595.99","177.72","255.97"
"1990","03","67.7","89.14","68.38","272.99","111.71","736.47","88.5","266.22"
"1990","04","75.83","70.34","46.12","298.43","98.88","489.56","94.71","273.54"
"1990","05","90.21","86.72","36.18","253.58","96.25","495.24","119.04","217.52"
"1990","06","59.25","69.33","19.89","157.84","66.56","137.65","32.92","95.94"
"1990","07","45.18","41.03","15.54","111.7","43.65","114.94","58.92","48.34"
"1990","08","32.68","37.8","14.55","62.96","33.83","113.52","44.37","36.62"
"1990","09","42.21","41.84","21.38","67.71","38.95","383.14","56.06","32.96"
"1990","10","67.07","72.57","58.93","181.13","85.42","564.77","93.27","192.25"
"1990","11","45.81","71.56","52.34","194.93","84.88","547.74","59.64","174.67"
"1990","12","39.4","67.31","44.88","218.65","84.05","593.15","180.82","229.97"
"1991","01","31.42","55.59","36.55","168.62","67.30","586.06","141.94","236.56"
"1991","02","35.02","52.76","45.63","166.9","68.77","472.54","80.87","203.6"
"1991","03","46.75","69.74","61.41","251.43","96.26","559.1","92.32","290.39"
"1991","04","91.93","91.57","77.45","371.75","132.03","510.85","98.05","253.4"
"1991","05","77.23","64.48","37.67","205.28","78.00","224.21","31.25","135.12"
"1991","06","45.65","39.21","14.05","84.96","37.91","85.14","17.18","50.9"
"1991","07","48.31","33.15","13.3","55.2","29.85","48.25","14.31","36.25"
"1991","08","31.42","36.38","12.68","56.06","31.37","55.34","29.82","40.65"
"1991","09","40.96","27.89","9.57","73.75","28.98","26.96","19.08","46.14"
"1991","10","53.31","65.09","34.19","161.29","69.97","249.75","58.92","100.7"
"1991","11","62.07","80.65","35.18","187.17","82.16","332.05","56.06","87.15"
"1991","12","46.75","86.31","50.72","204.42","93.12","478.21","60.35","154.53"
"1992","01","34.4","61.04","39.04","163.02","69.94","388.81","53.67","136.22"
"1992","02","27.2","48.11","30.96","112.99","52.68","657.01","81.35","115.72"
"1992","03","38.46","67.92","62.66","165.6","81.91","583.22","96.38","249.74"
"1992","04","82.86","83.68","69.62","298.87","113.64","669.78","101.62","328.84"
"1992","05","102.72","63.27","34.06","276.01","87.60","218.53","41.51","180.17"
"1992","06","55.81","38.2","16.16","127.22","44.98","144.74","35.07","93.74"
"1992","07","73.32","49.32","23.37","107.38","49.74","222.79","52.48","89.35"
"1992","08","42.84","37.19","22.75","87.98","40.42","262.52","40.08","100.34"
"1992","09","60.82","53.16","23.25","117.3","53.20","359.01","77.05","96.31"
"1992","10","56.91","54.17","30.21","131.97","58.48","371.78","53.2","122.67"
"1992","11","53.78","88.94","65.77","214.77","101.29","998.99","177.72","231.07"
"1992","12","46.59","78.43","38.79","194.07","83.44","346.24","70.61","190.42"
"1993","01","37.05","83.68","57.44","173.8","89.19","1001.83","201.34","245.71"
"1993","02","30.8","51.75","24.49","116.44","52.79","279.55","36.26","110.59"
"1993","03","40.65","67.71","45.13","130.67","70.09","556.26","171.28","172.84"
"1993","04","87.55","99.45","65.77","311.37","122.10","722.28","122.85","437.96"
"1993","05","96.31","83.68","34.81","212.18","87.58","205.76","27.43","180.17"
"1993","06","73.32","84.49","31.2","178.11","81.21","185.89","52.48","113.88"
"1993","07","58.47","50.74","13.55","78.06","42.30","51.08","15.74","38.82"
"1993","08","43.93","33.35","10.19","50.03","28.04","38.31","8.11","25.27"
"1993","09","47.53","48.92","21.51","111.7","49.60","184.47","42.94","53.46"
"1993","10","55.35","60.24","33.32","181.56","70.56","211.43","49.62","135.86"
"1993","11","47.84","49.72","22.75","184.58","62.22","221.37","106.39","157.46"
"1993","12","43.15","46.09","23.12","188.03","61.12","251.17","69.42","197.74"
"1994","01","34.86","33.55","15.29","132.83","43.30","103.59","45.09","88.98"
"1994","02","30.96","48.31","44.13","128.95","59.92","593.15","101.15","131.1"
"1994","03","44.4","68.12","57.56","178.54","82.34","780.46","100.91","243.15"
"1994","04","79.42","63.27","46.74","285.06","93.45","438.48","135.74","375.34"
"1994","05","86.61","57.41","37.05","221.67","76.95","300.83","41.99","191.88"
"1994","06","59.72","44.67","32.57","138.87","55.73","339.15","40.79","91.18"
"1994","07","46.12","48.51","28.84","84.96","47.61","137.65","20.04","50.17"
"1994","08","43.78","39.82","14.55","68.57","35.73","93.66","40.32","51.63"
"1994","09","39.55","37.6","14.3","81.08","36.58","69.53","13.84","51.27"
"1994","10","40.34","42.65","21.01","99.19","44.32","185.89","20.04","62.62"
"1994","11","40.02","57.61","42.39","143.61","66.26","298","59.64","170.64"
"1994","12","40.65","52.35","30.09","149.65","60.40","424.29","95.9","167.71"
"1995","01","34.71","47.1","38.91","177.68","65.40","668.36","117.85","224.11"
"1995","02","26.27","36.38","20.26","131.54","46.21","229.88","46.04","131.83"
"1995","03","63.79","63.27","53.71","212.61","84.13","659.85","99","194.81"
"1995","04","65.04","66.3","38.29","209.59","79.80","482.47","117.37","134.03"
"1995","05","69.1","66.91","34.56","235.04","82.93","388.81","52.72","94.11"
"1995","06","44.09","42.25","18.03","152.24","51.67","136.23","20.99","39.18"
"1995","07","47.37","28.7","10.82","63.83","28.20","46.83","12.64","24.53"
"1995","08","34.24","30.72","11.31","54.34","27.83","46.83","11.21","20.87"
"1995","09","48.15","28.3","12.31","123.77","38.22","22.7","6.44","43.94"
"1995","10","91.77","54.58","26.23","137.57","58.21","448.41","99.95","235.83"
"1995","11","60.82","79.84","61.17","200.97","92.99","793.24","131.44","264.75"
"1995","12","39.87","51.34","32.82","139.3","59.17","275.29","41.99","146.48"
"1996","01","34.24","49.52","49.48","145.34","65.01","617.28","128.1","204.33"
"1996","02","29.55","53.16","43.26","132.83","62.63","515.11","70.13","238.76"
"1996","03","36.74","59.83","51.84","156.98","72.79","459.76","105.68","267.32"
"1996","04","78.33","86.31","63.9","335.52","118.89","726.54","119.99","301.74"
"1996","05","155.09","106.12","63.9","445.49","146.44","598.83","116.65","294.42"
"1996","06","93.02","84.69","36.8","177.68","83.18","374.62","48.19","107.29"
"1996","07","61.76","48.92","19.27","101.78","47.22","106.43","20.75","62.62"
"1996","08","47.22","33.96","16.41","87.12","36.49","45.41","18.13","42.11"
"1996","09","40.81","28.5","32.2","112.13","43.31","709.51","74.91","95.94"
"1996","10","59.72","43.26","28.97","157.41","56.79","421.45","70.85","158.56"
"1996","11","73.48","60.24","38.91","194.5","74.59","356.18","91.84","224.47"
"1996","12","49.25","54.17","47.74","198.81","75.35","733.64","159.11","265.49"
"1997","01","36.43","53.97","40.53","169.49","68.02","377.46","64.17","187.49"
"1997","02","30.64","58.21","53.83","116.44","66.12","945.07","139.08","166.98"
"1997","03","33.14","82.87","81.93","138","91.47","940.81","193.23","284.53"
"1997","04","107.25","100.66","69.99","409.27","140.00","400.17","69.42","299.91"
"1997","05","126.48","84.49","62.04","464.47","138.22","712.35","119.75","208"
"1997","06","69.73","62.46","22.75","181.56","68.00","181.64","93.99","91.18"
"1997","07","60.19","38.81","16.16","84.96","38.45","78.05","31.97","57.49"
"1997","08","40.65","35.37","23.99","80.65","38.76","144.74","40.79","50.9"
"1997","09","37.21","43.26","25.98","93.58","45.43","190.15","48.9","56.76"
"1997","10","46.59","38.81","15.54","85.82","38.37","168.86","30.3","113.15"
"1997","11","50.19","38.81","22.75","132.4","48.40","278.13","58.45","169.55"
"1997","12","38.93","37.39","19.89","108.68","42.88","354.76","83.97","154.9"
"1998","01","31.74","51.54","45.25","118.6","60.22","737.89","141.7","297.35"
"1998","02","33.46","52.55","36.92","111.27","56.65","560.52","94.94","207.26"
"1998","03","59.1","76","59.92","216.06","93.11","807.43","123.33","331.03"
"1998","04","82.08","97.02","49.98","351.91","122.00","336.31","110.21","194.81"
"1998","05","45.03","54.58","24.12","152.67","59.92","144.74","34.59","100.34"
"1998","06","56.28","44.87","14.92","147.92","51.19","53.92","28.86","73.24"
"1998","07","31.89","29.92","9.82","58.22","27.55","90.82","21.23","61.52"
"1998","08","30.02","28.91","9.2","44.85","24.67","63.86","58.21","45.77"
"1998","09","31.74","24.46","8.21","59.51","24.51","35.48","9.3","43.21"
"1998","10","64.41","41.64","26.6","102.21","46.24","41.15","24.09","60.79"
"1998","11","57.85","48.11","24.37","135.85","54.10","141.9","29.82","67.74"
"1998","12","49.72","39.21","26.23","154.39","53.36","227.04","27.91","85.69"
"1999","01","35.8","46.29","39.66","130.67","57.65","651.33","146.95","160.39"
"1999","02","33.14","57","51.1","162.15","71.98","591.73","84.45","239.49"
"1999","03","45.65","60.03","39.78","169.92","70.81","498.08","94.47","262.19"
"1999","04","107.72","91.57","43.64","312.67","110.78","502.34","120.95","182.73"
"1999","05","81.14","75.4","23.99","153.1","70.20","166.03","40.55","87.52"
"1999","06","58.47","47.3","19.39","112.99","48.28","106.43","18.13","42.11"
"1999","07","53.16","45.28","14.55","75.9","39.61","117.78","9.78","36.25"
"1999","08","44.87","28.5","9.7","76.76","29.81","68.11","10.5","26.37"
"1999","09","44.25","22.23","10.07","62.96","24.62","39.73","15.98","75.8"
"1999","10","60.82","36.99","27.6","156.55","53.09","298","64.17","167.71"
"1999","11","50.34","28.91","19.89","166.47","48.05","317.86","60.35","153.43"
"1999","12","42.84","41.84","29.34","176.82","59.36","482.47","70.13","155.63"
"2000","01","33.61","36.38","29.34","160","53.95","246.91","51.29","171.74"
"2000","02","35.96","38.2","39.41","141.45","55.33","482.47","86.12","147.57"
"2000","03","83.17","62.66","39.29","295.85","92.32","412.94","52.72","220.81"
"2000","04","68.79","61.45","37.79","215.2","78.15","560.52","102.82","267.32"
"2000","05","64.41","77.62","58.68","167.76","85.66","471.12","88.03","224.11"
"2000","06","63.16","61.45","29.96","126.36","61.06","286.64","67.75","128.53"
"2000","07","48.31","43.26","12.18","82.37","38.84","166.03","24.57","68.11"
"2000","08","34.55","30.52","11.69","58.65","28.56","113.52","31.49","49.8"
"2000","09","36.12","46.29","25.11","63.4","41.73","368.95","54.87","60.42"
"2000","10","37.05","38.81","16.16","74.61","36.77","219.95","52","76.17"
"2000","11","46.43","43.26","25.86","125.93","50.62","200.08","37.93","89.35"
"2000","12","32.36","39.21","21.13","123.34","46.57","299.41","58.68","155.63"
"2001","01","27.99","34.97","16.29","90.57","37.51","157.51","31.49","86.05"
"2001","02","21.89","52.96","43.26","90.57","55.69","1099.75","156.01","157.1"
"2001","03","27.36","67.51","62.53","105.66","71.96","868.44","74.91","196.64"
"2001","04","166.35","100.86","102.07","475.68","161.94","405.84","89.22","330.3"
"2001","05","117.57","83.28","38.42","298","102.52","228.46","70.13","125.6"
"2001","06","64.41","66.5","29.59","175.52","71.38","187.31","39.12","76.9"
"2001","07","39.87","30.52","9.32","60.81","28.09","52.5","11.21","47.24"
"2001","08","33.3","29.31","13.8","56.93","28.42","69.53","17.18","26.73"
"2001","09","33.93","39.21","24.49","122.91","47.67","306.51","43.66","74.34"
"2001","10","51.44","72.77","54.95","231.16","92.24","947.91","134.31","147.94"
"2001","11","54.41","56.4","30.96","225.12","74.91","275.29","37.21","105.1"
"2001","12","61.76","61.04","35.18","230.29","79.49","598.83","99.48","156.36"
"2002","01","43.31","49.72","31.2","194.07","66.68","303.67","53.2","147.94"
"2002","02","34.71","48.92","43.26","160.43","65.01","627.21","120.47","187.49"
"2002","03","35.18","69.53","61.91","211.32","89.84","533.55","92.32","237.29"
"2002","04","101.62","96.62","57.68","377.36","128.59","688.23","138.12","269.15"
"2002","05","81.77","100.26","43.26","302.32","113.25","405.84","104.72","268.42"
"2002","06","57.69","64.68","24.62","195.36","71.98","146.16","24.33","154.9"
"2002","07","41.74","34.36","11.06","80.65","33.79","49.67","9.3","58.59"
"2002","08","38.15","34.97","11.31","53.48","29.78","43.99","9.54","26.73"
"2002","09","35.96","27.49","7.46","54.34","24.91","18.45","32.44","45.41"
"2002","10","72.07","52.55","14.42","127.65","51.52","73.79","37.21","139.52"
"2002","11","44.71","42.85","20.14","134.99","49.91","336.31","78.25","169.18"
"2002","12","39.71","38.81","24.37","158.27","53.15","364.69","72.52","177.24"
"2003","01","35.02","34.97","20.89","135.42","46.36","255.42","61.07","132.56"
"2003","02","25.48","29.71","16.53","88.41","34.65","271.03","36.74","73.24"
"2003","03","42.53","49.93","64.77","189.32","77.62","698.16","138.36","292.59"
"2003","04","72.54","79.44","45.25","325.17","107.39","598.83","93.51","303.2"
"2003","05","77.23","84.49","45","252.72","98.06","594.57","117.85","198.11"
"2003","06","44.87","49.93","22.25","187.17","62.57","207.18","42.46","130"
"2003","07","38.62","33.35","16.91","98.33","38.18","86.56","49.62","54.93"
"2003","08","30.17","27.89","9.08","67.28","27.76","43.99","23.62","43.58"
"2003","09","37.52","35.17","16.04","95.74","38.36","259.68","94.47","54.56"
"2003","10","42.84","46.89","25.24","177.25","60.50","364.69","84.21","170.28"
"2003","11","43.31","82.67","62.66","245.39","102.08","574.71","65.36","242.05"
"2003","12","36.27","68.12","45.75","232.88","87.05","615.86","114.03","283.06"
"2004","01","31.58","54.37","36.67","181.99","68.90","376.04","62.26","190.42"
"2004","02","24.08","40.43","25.11","119.03","47.85","280.97","61.79","81.29"
"2004","03","41.59","96.01","106.42","249.27","124.41","1126.71","128.1","305.04"
"2004","04","88.33","88.13","42.89","311.8","108.68","360.43","71.09","251.94"
"2004","05","69.1","97.63","70.24","278.6","117.45","800.33","88.03","188.59"
"2004","06","58.94","87.93","28.22","184.58","82.92","183.05","67.51","101.07"
"2004","07","42.68","45.28","14.79","137.14","49.60","102.17","24.81","63.72"
"2004","08","44.56","30.32","9.7","70.3","29.66","80.88","27.43","66.28"
"2004","09","41.59","23.85","8.08","53.91","23.26","42.57","44.37","157.83"
"2004","10","55.66","39.21","18.4","105.66","42.77","187.31","38.88","83.86"
"2004","11","51.75","57.2","31.08","143.61","62.15","353.34","69.66","121.57"
"2004","12","37.99","70.54","51.72","153.53","77.46","621.53","108.3","238.76"
"2005","01","31.27","76.61","65.77","164.74","87.12","966.36","244.76","248.64"
"2005","02","33.3","68.12","47.24","131.54","71.16","854.25","119.28","193.71"
"2005","03","34.24","66.5","44.51","120.75","67.68","583.22","74.67","161.12"
"2005","04","99.28","86.92","52.59","376.92","121.98","570.45","128.58","315.65"
"2005","05","67.54","58.82","30.46","226.84","76.20","323.54","47.95","156.36"
"2005","06","51.91","36.38","14.42","100.48","39.16","76.63","13.12","54.93"
