# Monthly Evaporation (AHPS Computed)
# units: mm over lake
# Original data source://lre-netapp1/LRE1-Public/Public/Share/H&H/WHS/FORECAST/AHPS
# Last modified 2019-09-03 12:47:17 by DA9
#
"year","month","SUP","MIC","HUR","GEO","MIH","STC","ERI","ONT"
"1948","01",133.66,140.1,103.52,111.23,122.78,40.89,65.68,145.36
"1948","02",88.16,45.72,41.47,39.19,43.19,11.73,13.16,53.38
"1948","03",49.68,34.32,27.17,19.57,29.46,7.52,10.98,36.39
"1948","04",11.49,5.46,9.2,6.98,7,-3.52,1.12,10.24
"1948","05",7.18,2.72,0.2,2.24,1.77,59.47,19.47,8.92
"1948","06",-2.13,4.7,-2.36,0.32,1.55,127.78,28,16.42
"1948","07",3.45,14.81,5.8,19.41,12.44,191.68,75.66,54.28
"1948","08",24.7,33.16,29.15,39.4,32.78,168.85,108.69,66.56
"1948","09",62.85,61.9,52.83,72.29,60.44,138.12,164.43,85.67
"1948","10",107.24,91.44,80.73,106.75,90.21,80.23,200.1,86.88
"1948","11",106.8,70.81,62.09,101.71,72.8,42.68,127.63,55.18
"1948","12",122.84,125.25,122.47,144.81,127.45,35.39,107.46,113.81
"1949","01",88.33,87.8,81.29,91.2,86.1,17.66,38.66,98.66
"1949","02",37.45,47.47,50.91,42.67,47.88,13.29,28.48,67.85
"1949","03",23.4,42.47,46.17,24.29,40.81,13.26,31.3,52.47
"1949","04",21.24,15.33,11.95,10.69,13.41,7.17,18.23,18.28
"1949","05",4.25,4.33,-0.33,0.62,2.12,118.49,42.36,35.69
"1949","06",-5.11,1.96,-3.15,-1.99,-0.45,137.29,28.11,17.49
"1949","07",-7.76,17.83,9.25,18.32,14.94,212.64,89.85,54.59
"1949","08",-5.39,49.24,43.1,56.1,48.23,184.13,149.32,88.52
"1949","09",35.86,91.08,85.67,103.8,91.27,137.35,218.59,95.03
"1949","10",66.48,61.65,59.06,82.82,64.18,81.57,138.99,51.9
"1949","11",105.8,105.35,110.45,118.5,109.24,43.33,167.29,105.19
"1949","12",104.17,114.41,114.6,114.11,114.43,17.9,88.02,112.83
"1950","01",57.11,93.89,77.26,71.22,84.47,18.98,37.59,99.39
"1950","02",18.49,50.67,56.37,51.34,52.75,17.42,38.42,81.52
"1950","03",13.32,44.93,40.51,26.94,40.49,21.92,30.73,53.2
"1950","04",15.34,26.02,21.35,15.26,22.66,5.28,14.72,26.83
"1950","05",4.65,-0.65,-3.1,-3.16,-1.9,37.67,6.17,-1.23
"1950","06",-5.5,-3.57,-5.61,-0.8,-3.83,164.69,42.9,11.46
"1950","07",-6.49,4.82,1.11,11.11,4.55,165.46,70.93,35.61
"1950","08",-3.78,41.45,29.09,52.38,38.94,165.28,107.89,56.97
"1950","09",0.67,40.36,42.75,72.55,46.4,125.54,151.61,84.19
"1950","10",37.11,47.57,41.37,65.37,48.31,75.63,133.63,58.69
"1950","11",98.17,126.84,101.42,141.53,120.43,55.97,192.84,99.06
"1950","12",74.57,116.92,108.13,124.76,115.15,22.18,86.72,105.54
"1951","01",29.84,56.52,57.6,69.51,59,15.94,31.47,81.91
"1951","02",7.02,36.07,30.4,39.1,34.6,9.56,15.75,38.34
"1951","03",2.84,35.85,30.02,32.01,33.21,9.51,15.6,41.39
"1951","04",0.93,1.82,3.38,1.68,2.34,-1.36,5.22,6.83
"1951","05",1.62,-3.35,-3.09,-2.1,-3.06,51.26,17.57,1.68
"1951","06",-4.71,-5.04,-4.28,5.25,-3.11,160.2,37.5,17.07
"1951","07",-6.32,-0.41,2.18,28.84,5.22,178.64,84.1,45.57
"1951","08",-5.57,28.07,35.17,62.58,36.11,172.26,130.05,73.45
"1951","09",25.31,71.06,71.42,101.11,76.05,156.29,182.68,98.27
"1951","10",67.78,58.22,59.38,97.9,65.04,80.86,165.32,68.59
"1951","11",113.17,114.08,122.07,163.5,124.84,40.74,171.27,112.92
"1951","12",83.23,96.59,97.87,113.12,99.71,27.04,78.88,112.32
"1952","01",35.52,52.55,58.19,77.22,58.49,13.3,32.23,78.8
"1952","02",13.7,33.29,45.29,55.38,41.01,11.55,21.64,43.91
"1952","03",11.26,37.57,42.46,41.72,39.93,10.11,19.75,39.85
"1952","04",11.45,11.44,9.72,8.61,10.39,-1.15,7.34,5.16
"1952","05",0.02,-0.31,-1.44,0.22,-0.62,82.38,33.03,9.31
"1952","06",-6.05,-0.27,-2.45,4.46,-0.26,168.63,38.28,26.83
"1952","07",-7.79,23.7,14.56,30.3,21.61,215.33,105.9,54.52
"1952","08",-5.75,43.51,37.38,61.62,44.32,164.37,125.21,76.31
"1952","09",29.05,75.65,71.11,93.4,76.95,145.88,179.42,88.8
"1952","10",100.83,131.25,128.44,172.97,137.03,96.28,241.36,127.1
"1952","11",91.28,82.27,79.69,119.18,87.35,39.8,116.05,69.1
"1952","12",81.54,84.21,77.15,102.37,84.71,12.17,77.15,95.33
"1953","01",62.16,81.76,79.39,88.99,82.11,15.94,32.71,88.8
"1953","02",29.08,46.14,46.85,52.71,47.45,18.7,33.84,68.39
"1953","03",21.63,32.82,32.09,30.19,32.14,8.86,20.84,34.06
"1953","04",19.52,19.25,14.72,11.5,16.43,43.14,25.57,21.63
"1953","05",1.57,2.52,-0.58,8.22,2.37,101.97,18.99,16.57
"1953","06",-6.41,4.74,0.08,11.7,4.25,152.32,36.87,24.85
"1953","07",-6.64,34.4,24.84,49.34,33.51,200.73,100.25,63.98
"1953","08",-5.93,43.58,33.12,56.72,42.09,170.01,122.39,70.23
"1953","09",42.75,98.01,83.48,122.08,96.88,153.62,197.11,103.41
"1953","10",59.74,64.9,61.06,94.1,68.3,89.4,155.96,65.2
"1953","11",91,91.52,74.33,120.13,90.21,44.18,151.86,73.73
"1953","12",113.04,129.78,112.5,151.22,127.27,30.57,121.45,109.76
"1954","01",77.84,111.15,110.81,120.53,112.55,23.41,45.28,118.98
"1954","02",24.14,33.3,34.56,32.82,33.66,8.35,15.98,44.42
"1954","03",44.4,61.62,61.88,52.39,60.22,14.65,31.42,56.22
"1954","04",13.29,13.96,14.63,11.78,13.84,2.39,8.05,14.16
"1954","05",5.54,12.42,4.35,7.65,8.86,103.84,36.81,19.71
"1954","06",-5.72,2.69,-3.88,1.95,0.3,151.83,38.71,23.97
"1954","07",-5.41,27.54,15.61,40.55,25.52,191.09,89.9,59.75
"1954","08",3.96,56.21,50.33,77.16,57.57,186.53,136.71,77.33
"1954","09",34.75,55.21,46.09,76.73,55.54,123.01,147.59,70.45
"1954","10",65.6,76.9,56.39,87.11,71.46,89.67,172.11,60.97
"1954","11",67.15,83.81,77.09,122.76,87.79,31.67,140.99,75.92
"1954","12",96.2,112.41,111.9,136.59,116.15,22.07,99.86,110.31
"1955","01",98.04,110.43,87.47,93.3,99.72,23.49,52.81,118.09
"1955","02",72.65,44.86,38.26,50.78,43.54,13.05,17.43,41.52
"1955","03",62.65,50.28,48.38,48.65,49.36,13.6,24.07,58.19
"1955","04",1.61,1.53,2.51,-0.19,1.59,1.83,2.51,1.67
"1955","05",0.09,2.94,-1.77,0.07,0.85,131.9,32.73,7.83
"1955","06",-5.43,12.33,1.67,12.49,8.67,162.45,56.25,29.64
"1955","07",-6.34,19.87,15.33,37.95,21.23,206.24,84.53,61.77
"1955","08",18.55,65.92,53.64,84.89,64.74,202.94,147.84,81.83
"1955","09",64.95,90.38,80.43,111.38,90.34,140.03,184.05,96.28
"1955","10",54.23,74.11,58.86,92.81,71.86,93.67,201.72,66.58
"1955","11",129.61,144.93,115.38,173.31,139.3,46.08,179.45,120.48
"1955","12",136.97,137.01,122.37,146.91,133.55,23.31,81.41,130.55
"1956","01",92.26,70.05,69.68,76.23,70.92,16.66,32.21,91.1
"1956","02",67.42,47.75,43.4,44.49,45.72,12.74,22.18,46.01
"1956","03",44.75,46.93,46.37,36.47,45.04,13.45,24.39,50.41
"1956","04",28.35,20.58,13.17,9.93,16.29,-0.04,12.58,13.62
"1956","05",12.97,0.53,2.03,4.56,1.7,63.08,26.64,5.49
"1956","06",-4.48,4.7,-2.1,4.57,2.33,168.72,36.82,15.07
"1956","07",-5.81,21.18,8.44,28.35,17.93,170.8,76.49,43.81
"1956","08",2.86,33.75,28.61,53.74,35.21,162.88,109.22,55.41
"1956","09",55.01,80.55,69.2,94.96,78.96,141.85,178.11,88.74
"1956","10",61.9,53.98,49.23,74.8,55.71,82.47,148.43,60.46
"1956","11",120.93,128.01,96.42,143.38,119.57,61.53,177.74,85.27
"1956","12",106.46,102.36,90.42,119.24,100.96,10.08,71.08,94.74
"1957","01",73.35,105.76,79.62,102.15,96.14,23.53,51.98,108.84
"1957","02",18.98,34.51,27.86,35.89,32.43,8.33,15.39,37.74
"1957","03",19.22,28.46,24.75,21.67,26.08,6.94,16.57,33.26
"1957","04",14.98,17.92,13.91,10.72,15.37,0.11,11.5,17.49
"1957","05",6.36,1.18,2.72,6.91,2.64,93.3,34.82,14.99
"1957","06",-4.61,-1.2,-3.23,9.69,-0.14,164.08,36.1,17.72
"1957","07",-6.29,14.91,9.75,34.13,16.24,182.92,88.73,54.4
"1957","08",-0.42,58.04,55.86,93.91,63.09,186.66,144.2,89.65
"1957","09",44.5,72.99,58.11,86.41,70.02,130.65,165.63,77.57
"1957","10",67.49,79.14,69.66,100.81,79.37,83.39,195.57,78.39
"1957","11",113.08,111.7,89.69,154.62,111.03,41.14,143.47,92.46
"1957","12",93.06,109.57,89.78,116.66,103.87,18.08,80.04,93.79
"1958","01",58.62,77.24,76.42,87.91,78.68,27.81,45.97,110.59
"1958","02",39.33,60.66,54.35,56.05,57.73,20.69,38.05,74.95
"1958","03",17.98,15.82,13.11,13.67,14.53,6.87,8.55,16.53
"1958","04",26.66,13.96,13.18,12.05,13.38,3.18,5.05,11.73
"1958","05",6.94,10.42,7.32,12.39,9.67,118.09,31.66,14.3
"1958","06",-2.21,19.57,14.13,27.97,19.05,152.62,51.93,38.19
"1958","07",-6.81,19.32,10.21,24.49,17.01,177.57,58.5,27.61
"1958","08",2.02,57.87,50.49,80.28,58.94,179.32,124.9,71.77
"1958","09",39.58,55.16,47.58,70.04,54.95,132.56,145.08,68.83
"1958","10",65.37,66.01,70.24,104.54,73.71,89.78,186.51,85.7
"1958","11",118.66,111.66,107.35,149.67,116.32,53.16,153.82,95.11
"1958","12",120.05,143.4,147.53,150.97,146.05,26.72,96.61,141.67
"1959","01",63.35,90.58,72.99,86.83,83.89,14.66,34.3,95.37
"1959","02",21.29,43.64,33.53,26.52,37.37,12.59,14.21,60.76
"1959","03",17.3,25.78,22,17.66,23.16,13.57,14.78,39.05
"1959","04",19.08,4.44,4.81,4.98,4.66,-1.27,0.26,7.35
"1959","05",1.38,-4.43,-3.89,-3.11,-4.03,12.08,5.65,-1.87
"1959","06",-4.72,0.19,-5.83,-2.91,-2.39,175.17,44.29,5.47
"1959","07",-6.01,15.77,-5.34,8.2,7.24,194.08,76.27,24.03
"1959","08",-6.39,18.84,0.61,26,13.69,177.75,94.38,48.92
"1959","09",32.89,84.22,57.09,93.26,76.3,149.72,170.51,95.43
"1959","10",83.76,86.81,77.17,119.69,88.8,93.41,197.68,99.74
"1959","11",120.92,129.2,108.96,147.33,125.13,39.13,159.45,102.78
"1959","12",83.93,73.8,76.05,103.17,79.33,11.44,70.94,89.28
"1960","01",62.2,78.24,58.24,77.38,71.18,18.2,42.68,94.31
"1960","02",29.21,54.76,43.97,45.65,49.55,18.58,40.73,52.79
"1960","03",20.97,52.47,35,27.48,42.38,19.23,37.3,57.87
"1960","04",11.98,5.4,3.7,2.97,4.42,-0.61,1.97,6.04
"1960","05",3.62,-1.62,-4.01,-3.47,-2.75,60.89,10.13,-3.89
"1960","06",-3.66,-2.27,-5.22,-4.4,-3.63,156.84,40.67,2.49
"1960","07",-5.18,14.74,-3.92,14.34,8.22,191.04,89.51,40.33
"1960","08",-5.41,30.86,8.52,50.05,26.24,168.84,104.25,60.92
"1960","09",35.17,62.82,43.18,76.62,58.26,143.17,142.53,69.58
"1960","10",72.45,75.63,63.5,98.58,75.15,89.43,212.91,94.01
"1960","11",107.05,98.61,75.53,115.24,93.32,38.26,137.56,71.39
"1960","12",113.44,143.43,120.75,152.11,136.99,38.23,119.84,145.07
"1961","01",60.03,79.85,63.01,78.26,73.77,14.63,29.43,101.24
"1961","02",20.85,25.53,21.2,19.69,23.09,6.5,5.95,28.11
"1961","03",20.02,20.51,19.5,21.54,20.33,8.4,9.94,31.07
"1961","04",14.81,17.27,5.2,4.31,11,1.66,5.41,12.17
"1961","05",7.49,7.7,1.44,2.19,4.64,62.17,30.89,1.91
"1961","06",-3.9,11.19,-4.91,1.14,4,152.82,40.38,9.19
"1961","07",-6.17,16.53,-3.7,8.66,8.26,184.28,53.73,19.59
"1961","08",-2.32,43.01,12.1,57.35,34.64,168.1,110.05,63.19
"1961","09",47.04,70.21,42.52,77.52,61.82,158.71,164.24,78.01
"1961","10",68.05,71.65,56.87,91.48,69.75,83.39,190.93,82.7
"1961","11",94.12,92.89,80.26,129.83,94.5,43.77,159.27,89.16
"1961","12",111.68,124.28,99.97,132.5,117.2,27.41,111.14,113.64
"1962","01",77.71,102.7,79.4,112.76,96.27,23.6,42.16,123.02
"1962","02",23.33,43.52,32.04,30.4,37.43,10.58,14.65,49.61
"1962","03",15.94,18.02,13.99,11.82,15.62,6.61,9.76,22.26
"1962","04",18.67,9.09,8.31,7.53,8.57,1.28,3.69,12.4
"1962","05",0.75,-4.4,-2.88,-4.02,-3.81,57.13,6.3,-1.42
"1962","06",-4.01,-0.66,-4.31,-2.77,-2.26,158.44,38.46,8.61
"1962","07",-4.85,26.93,6.53,32.9,20.84,194.11,102.89,70.19
"1962","08",-3.33,35.34,21.36,47.01,32.39,161.73,109.53,50.8
"1962","09",36.61,80.85,68.41,97.72,79.28,147.84,183.13,96.53
"1962","10",57.8,64.86,55.05,81.99,64.24,79.64,165.48,67.02
"1962","11",83.01,74.87,76.86,124.79,83.64,25.6,121.86,81.02
"1962","12",110.37,124.03,110.67,135.49,121.26,33.34,106.98,121.62
"1963","01",64.71,91.93,67.48,84.98,82.35,14.78,31.22,99.6
"1963","02",19.07,44.95,24.43,18.87,33.63,9.7,10.75,56.5
"1963","03",10.88,17.22,12.15,8.49,14.05,8.28,7.58,18.74
"1963","04",16.6,2.6,6.24,5.26,4.29,-0.18,0.57,7.97
"1963","05",3.98,-0.01,0.02,0.75,0.12,14.55,11.66,0.8
"1963","06",-4.82,-2.27,-4.64,-2.93,-3.2,155.29,34.9,9.25
"1963","07",-6.06,14.32,-0.73,15.24,9.26,211.72,78.96,41.43
"1963","08",-3.86,55.16,29.78,68.48,48.54,180.51,134.51,76.75
"1963","09",21.68,58.62,54.06,86.37,61.53,129.04,155.02,88.7
"1963","10",24.63,42.69,34.43,51.95,41.33,82.64,132.24,55.14
"1963","11",81.49,91.09,73.22,111.15,88.16,46.36,154.08,71.19
"1963","12",127.14,143.36,127.77,163.65,141.25,32.38,118.29,147.99
"1964","01",76.58,76.48,61.57,78.06,71.58,14.95,31.92,83.79
"1964","02",61.05,54.38,56.29,60.42,56.02,12.82,25.44,62.28
"1964","03",65.61,51.57,48.86,43.56,49.34,11.61,16.56,43.43
"1964","04",16.64,12.78,12.84,9.46,12.26,0.1,5.2,13.38
"1964","05",-2.2,-2.84,-2.55,-1.42,-2.51,84.06,29.19,1.06
"1964","06",-3.46,6.16,-1.07,8.54,4.04,139.48,40.57,17.63
"1964","07",-0.6,26.51,8.63,28.78,20.69,211.64,93.35,43.77
"1964","08",34.4,65.96,44.21,82.38,61.1,161.75,138.75,81.51
"1964","09",54.8,66.63,54.55,79.3,64.5,135.7,167.23,83.33
"1964","10",70.14,78.36,75.29,108.91,82.24,72.18,177.71,85.15
"1964","11",89.84,76.78,72.58,119.53,82.25,46.45,124.5,78.06
"1964","12",121.71,119.11,108.19,133.09,117.6,20.44,84.82,99.35
"1965","01",119.27,91.79,75.42,104.51,88.19,23.74,47.92,124.2
"1965","02",56.28,53.61,37.89,36.73,45.44,16.95,23.52,59.32
"1965","03",33.16,34.21,26.24,20.43,29.22,15.66,19.58,43.7
"1965","04",7.95,4.13,6.6,5.84,5.26,1.31,3.26,13.25
"1965","05",-1.77,-3.91,-2.31,-2.84,-3.18,28.66,11.7,0
"1965","06",-3.46,-1.23,-2.96,-1.03,-1.8,158.56,46.09,17.06
"1965","07",-3.26,19.01,7.08,27.25,16.22,190.13,96.09,56.61
"1965","08",16.74,44.76,29.8,60.1,42.07,158.93,118.68,71.05
"1965","09",50.52,50.44,36.66,61.44,47.45,112.43,119.79,58.78
"1965","10",63.98,67.27,71.76,107.82,75.39,85.85,201.59,91.95
"1965","11",108.96,85.29,77.68,119.13,88.13,39.8,129.95,80.34
"1965","12",92.43,80.99,73.41,95.12,80.66,13.43,74.04,74.1
"1966","01",121.52,106.1,78.38,105,96.34,31.42,59.19,122.22
"1966","02",38.72,33.58,25.99,30.51,30.46,10.87,14.6,39.02
"1966","03",31.87,21.43,22.21,23.6,22.05,10.58,13.9,35.23
"1966","04",14.34,10.77,9.45,8.23,9.9,1.99,6.12,13.05
"1966","05",11.59,10.94,10.46,11.5,10.86,88.16,34.26,14.59
"1966","06",-5.06,2.24,-2.18,0.35,0.41,141.48,28.37,11.03
"1966","07",-4.31,30.4,14.84,36.98,26.08,215.31,105.1,70.98
"1966","08",10.84,56.75,36.76,56.85,49.85,165.6,118.34,71.53
"1966","09",64.84,83.87,82.25,105.33,86.78,150.48,186.67,100.08
"1966","10",88.47,90.46,81.33,109.17,90.33,76.72,184.76,79.33
"1966","11",115.63,101.43,82.09,121.06,97.92,31.26,109.24,60.27
"1966","12",120.54,111.01,101.41,128.04,110.45,23.93,92.84,113.57
"1967","01",99.51,77.3,67.24,82.65,74.69,19.22,40.48,88.19
"1967","02",54.64,62.34,54.67,55.12,58.52,22.33,40.77,78.01
"1967","03",28.76,29.02,24.41,19.42,25.87,10.22,13.41,33.82
"1967","04",13.49,9.74,8.95,6.12,8.88,-0.9,5.56,15.51
"1967","05",7.75,5.79,5.63,4.87,5.59,81.68,25.8,11.2
"1967","06",-5.74,-3.21,-4.54,-3.56,-3.73,151.53,32.31,15.15
"1967","07",-5.75,14.84,-0.12,16.72,9.97,166.76,74.67,42.74
"1967","08",8.52,57.05,26.15,67.24,48.01,183.33,127.96,75.56
"1967","09",51.78,72.89,67.95,99.22,75.44,133.78,165.39,90.93
"1967","10",80.07,74.63,63.11,96.64,74.21,71.01,166.61,78.09
"1967","11",99.68,98.96,89.1,135.91,101.53,34.78,149.26,110.4
"1967","12",119.09,96.94,82.35,112.48,94.41,15.49,68.27,98.73
"1968","01",82.1,68.8,52.98,82.62,65.57,22.6,33.97,95.63
"1968","02",66.33,64.46,40.96,44.26,53.06,18.59,22.93,79.51
"1968","03",24.48,22.02,16.74,13.42,18.8,10.71,11.18,23.73
"1968","04",8.2,5.13,3.01,2.25,3.93,-0.83,2.06,6.44
"1968","05",-0.59,0.62,-0.34,-0.72,0.07,79.58,14.24,-0.06
"1968","06",-5.72,0.37,-4.13,-0.97,-1.4,145.55,34.01,11.96
"1968","07",-6.53,17.64,4.72,18.9,13.38,196.47,74.34,42.75
"1968","08",10.44,48.24,30.09,51.98,42.57,179.02,115.51,68
"1968","09",23.43,45.29,35.09,55.54,43.42,125.35,125.02,59.36
"1968","10",64.98,82.06,71.05,96.06,80.52,98.51,193.65,82.09
"1968","11",111.97,90.53,93.47,142.81,100.01,33.85,141.52,98.26
"1968","12",133.18,129.55,123.72,150.29,130.89,34.7,111.79,148.81
"1969","01",96.32,79.07,56.18,72.4,70.07,18.07,35.77,91.17
"1969","02",43.25,38.81,31.96,36.52,36.07,13.67,19.23,48.4
"1969","03",45.32,45.83,33.48,32.17,39.35,16.03,21.6,52.59
"1969","04",6.21,6.63,6.58,4.67,6.3,-2.08,0.89,7.8
"1969","05",2.43,-0.48,0.27,0.93,0.01,66.16,14.55,0.83
"1969","06",-2.73,5.53,-2.59,9.54,3.37,136.73,33.62,6.89
"1969","07",-4.07,8.53,1.18,21.27,8.05,178.54,59.32,29.01
"1969","08",5.92,36.16,22.18,57.66,34.8,184.68,112.55,68.71
"1969","09",58.69,80.39,69.32,100.35,79.79,149.13,165.83,89.08
"1969","10",84.2,89.51,76.51,115.33,89.19,87.26,195.96,95.28
"1969","11",92.1,92.99,78.4,117.65,91.94,34.97,128.37,77.69
"1969","12",99.23,113.8,113,143.54,118.34,24.65,90.09,134.17
"1970","01",99.5,81.97,64.34,86.22,76.56,21.1,28.69,88.32
"1970","02",61.64,47.86,39.21,44.76,44.37,15.59,14.97,49.85
"1970","03",37.36,30.06,26.94,26.14,28.35,11.47,12.98,32.09
"1970","04",12.91,6.53,8.72,8.17,7.55,1.03,1.98,12.73
"1970","05",2.75,-2.62,-1.74,-1.46,-2.13,25.18,1.13,-0.9
"1970","06",-4.09,-2.56,-3.32,6.08,-1.42,162.24,38.55,10.48
"1970","07",-3.99,9.21,-1.26,17.1,6.87,163.07,52.68,21.94
"1970","08",22.76,43.74,29.01,72.62,43.32,193.25,123.02,75.27
"1970","09",56.6,63.4,53.05,77.67,62.13,136.95,139.61,68.6
"1970","10",55.41,56.27,47.07,79.24,56.81,69.06,158.63,59.46
"1970","11",100.33,103.32,98.79,152.84,109.77,52.91,163.82,81.8
"1970","12",114.5,114.3,121.12,157.28,123.61,25.94,98.46,131.54
"1971","01",126.83,98.17,81.61,103.49,93.3,27.42,46.19,113.1
"1971","02",47.65,38.42,29.98,24.6,33.26,10.15,12.4,43.08
"1971","03",36.23,27.9,28.49,22.56,27.24,13.15,20.07,47.54
"1971","04",15.96,9.69,10.37,7.4,9.55,3.24,7.07,17.18
"1971","05",2.49,0.27,0.15,-0.47,0.11,32.33,9.11,-0.58
"1971","06",-3.2,-3.75,-3.94,-1.76,-3.49,136.67,17.47,-0.71
"1971","07",4.18,30.49,19.47,43.01,28.71,212.58,97.26,48.63
"1971","08",28.47,43.84,43.6,64.12,47.04,165.44,110.42,71.92
"1971","09",43.84,47.53,38.15,61.2,46.5,118.16,114.22,50.45
"1971","10",53.92,39.87,38.61,67.1,43.84,80.7,128.69,48.98
"1971","11",102.39,110.46,106.77,155.72,116.51,73.34,191.82,111.48
"1971","12",119.68,94.49,95.42,136.96,101.68,13.78,89.31,102.63
"1972","01",130.53,123.62,105.69,117.21,116.38,33.09,62.59,117.51
"1972","02",56.48,46.39,47.64,52.99,47.89,18.72,26.68,61.72
"1972","03",38.33,36.35,37.22,31.21,35.82,14.49,17.93,42.44
"1972","04",18.22,14.04,16.43,11.12,14.39,4.83,9.04,20.14
"1972","05",-0.1,-0.43,-0.84,-0.91,-0.65,53.19,7.04,-1.54
"1972","06",-2.21,14.4,4.61,9.83,10.27,143.8,48.66,6.14
"1972","07",-3.16,13.55,7.06,21.99,12.67,166.02,60.13,28.12
"1972","08",7.25,28.97,25.23,52.21,31.44,159.41,100.73,55.64
"1972","09",68.89,62.06,61.56,88.71,66.2,139.4,138.28,78.26
"1972","10",90.1,92.77,93.97,134.73,99.98,86.49,192.95,102.97
"1972","11",75.93,76,75.51,112.68,81.77,28.65,121.73,86.19
"1972","12",118.69,106.78,94.38,112.19,103.37,18.76,69.9,99.2
"1973","01",71.86,63.23,63,73.09,64.75,24.05,46.33,88.49
"1973","02",57.26,47.79,45.51,50.31,47.41,15.56,33.02,54.8
"1973","03",17.4,11.24,9.04,10.8,10.41,3.8,5.68,14.48
"1973","04",19.17,13.15,12.88,14.25,13.23,6.4,14.75,14.84
"1973","05",4.14,1.01,-0.4,1.68,0.63,69.53,20.88,-0.83
"1973","06",-4.89,-1.32,-5.14,0.79,-2.3,149.73,27.82,2.15
"1973","07",-3.72,16.01,1.29,28.53,12.95,178.86,80.27,40.23
"1973","08",2.39,26.41,12.8,44.29,24.6,155.64,100.94,50.63
"1973","09",56.07,70.34,71.35,116.1,78.1,144.85,183.96,106.67
"1973","10",52.12,52.12,51.21,86.35,57.35,82.21,167.17,69.71
"1973","11",98.73,95.67,92.52,140.75,101.88,42.92,156.44,95.94
"1973","12",109.51,116.82,106.83,142.3,117.49,30.9,110.87,110.88
"1974","01",90.49,81.78,62.9,80.15,74.99,13.47,28.99,84.29
"1974","02",61.13,53.45,50.22,52.29,52.15,16.39,37.23,58.81
"1974","03",53.48,38.11,41.9,41.98,40.05,11.36,22.02,52.33
"1974","04",15.48,9.91,8.71,7.75,9.15,0.31,7.05,11.71
"1974","05",4.48,0.96,1.5,3.06,1.49,54.49,24.67,1.41
"1974","06",-3.93,3.2,-3.89,2.64,0.66,144.75,41.12,2.9
"1974","07",-4.5,15.81,4.65,30.02,14.25,183.71,82.83,32.23
"1974","08",11.92,36.32,26.42,59.13,36.59,154.6,104.93,51.46
"1974","09",57.45,78.13,77.79,102.96,82.03,128.23,182.01,97.87
"1974","10",58.73,63.62,69.47,105.66,72.45,66.61,166.99,91.03
"1974","11",77.51,76.36,66.77,100.66,76.98,43.96,122.84,71.98
"1974","12",91.77,90.55,82.07,103.24,89.67,15.43,79.78,82.77
"1975","01",96.36,93.22,71.68,92.2,85.61,22.8,40.16,92.14
"1975","02",57.81,42.02,37.68,48.08,41.5,18.78,30.88,46.17
"1975","03",62.63,46.24,45.83,49.68,46.65,18.05,29.03,56.58
"1975","04",27.83,22.24,25.18,22.58,23.31,9.85,21.33,29.82
"1975","05",-1.7,-3.55,-3.08,-2.39,-3.2,65.24,2.35,-3.47
"1975","06",-4.46,-2.92,-5.12,-1.26,-3.41,136.63,25.74,3.79
"1975","07",-2.73,18.93,7.63,43.02,18.92,186.36,95.31,51.27
"1975","08",19.8,42.26,34.35,77.14,45.17,159.3,114.11,72.76
"1975","09",59,70.05,58.34,89.69,69.18,118.99,183.28,73.69
"1975","10",59.4,59.36,53.49,94.37,63,78.31,161.2,61.19
"1975","11",81.04,69.57,57.64,96.49,69.8,39.76,124.21,67.98
"1975","12",110.53,107.85,112.97,146.77,115.92,26.35,111.24,129.9
"1976","01",107.25,119.32,97.54,115.87,111.23,27.82,49.08,123.62
"1976","02",54.69,32.81,29.39,40.3,32.84,11.56,10.44,39.07
"1976","03",55.45,37.41,28.05,32.81,33.43,11.38,13.13,47.21
"1976","04",10.76,11.64,13.09,10.6,11.97,1.66,16,12.37
"1976","05",6.03,10.75,2,2.6,6.41,69.62,31.39,3.16
"1976","06",-3.42,11.66,-3.4,0.37,4.62,153.92,29.66,7.1
"1976","07",3.53,36.24,7.84,32.32,25.78,172.59,78.46,47.99
"1976","08",33.45,58.22,43.22,72.91,55.41,163.84,130.61,66.41
"1976","09",78.46,86.4,70.54,93.8,82.11,127.59,176.27,75.31
"1976","10",81.57,97.41,93.97,126.44,100.92,83.63,208.09,99.89
"1976","11",118.06,123.44,109.11,126.43,118.97,34.87,144.97,102.47
"1976","12",130.39,135.05,114.62,122.1,125.89,30.71,70.37,141.21
"1977","01",96.79,77.32,48.83,60.04,64.67,11.98,21.65,101.47
"1977","02",43.38,31.78,16.59,13.87,23.63,9.68,11.83,35.65
"1977","03",20.67,9.61,10.22,11.14,10.07,5.05,9.15,11.89
"1977","04",12.18,2.46,6.55,9.4,5,1.32,1.55,10.24
"1977","05",-2.11,-3.77,-2.09,0.05,-2.57,9.34,5.89,-0.39
"1977","06",-4.96,-2.87,-3.26,3.67,-1.95,144.57,39.08,12.59
"1977","07",-3.28,8.82,-0.34,29.3,8.97,193.54,73.89,38.4
"1977","08",26.97,38.26,25.59,72.37,39.4,149.62,118.01,66.12
"1977","09",39.34,34.36,25.38,49.45,33.7,121.3,144.37,51.81
"1977","10",91.33,73.33,66.55,99.01,75.14,79.43,207.9,76.98
"1977","11",107.1,96.84,82.92,112.95,94.63,50.29,140.6,80.55
