# Monthly Evaporation (AHPS Computed)
# units: mm over lake
# Original data source://lre-netapp1/LRE1-Public/Public/Share/H&H/WHS/FORECAST/AHPS
# Last modified 2019-09-03 12:47:17 by DA9
#
"year","month","SUP","MIC","HUR","GEO","MIH","STC","ERI","ONT"
"1977","12",141.14,127.49,110.71,129.08,121.94,28.48,93.96,129.94
"1978","01",114.13,94.11,62.41,81.49,81.1,22.15,34.06,97.22
"1978","02",43.2,43.43,22.26,21.83,32.61,6.84,8.16,52.93
"1978","03",32.28,24.32,16.54,13.78,19.92,8.46,12.22,28.73
"1978","04",27.34,4.74,10.35,13.64,8.12,1.85,3.02,9.99
"1978","05",1.48,-2.5,-2.94,-2.35,-2.63,-2.94,-2.37,0.32
"1978","06",-3.35,-4.73,-4.9,-3.51,-4.59,132.24,19.68,-2.67
"1978","07",-5.87,9.73,-1.15,12.9,6.48,190.63,67.32,17.4
"1978","08",-2.07,21.03,9.53,39.27,20,148.11,88.33,41.39
"1978","09",32.13,49.92,40.35,77.52,51.08,138.11,147.86,74.49
"1978","10",85.44,80.35,72.18,100.85,80.84,75.71,189.66,73.98
"1978","11",115.58,98.21,90.64,120.33,99.17,43.34,130.31,82.82
"1978","12",104.05,135.02,101.32,111.12,119.5,22.6,95.28,113.56
"1979","01",87.38,83.77,57.75,73.93,73.18,24.83,40.16,77.67
"1979","02",29.28,47.22,23.48,23.82,35.22,10.94,12.69,62.12
"1979","03",26.45,18.4,10.53,8.51,14.08,7.23,10.8,21.25
"1979","04",16.44,7.2,8.71,10.05,8.18,3.64,3.11,11.07
"1979","05",2.03,-2.99,-2.37,-1.36,-2.51,9.36,10.93,-2.01
"1979","06",-3.94,-5.85,-5.39,-3.68,-5.34,140.35,37.73,6.45
"1979","07",-5.04,-0.41,-5.5,1.29,-1.9,159.59,55.99,20.96
"1979","08",-2.81,21.5,5.25,43.34,19.41,154.95,121.84,72.83
"1979","09",24.03,44.89,33.96,70.21,45.21,129.3,148.41,91.56
"1979","10",68.69,81.71,66.07,103.73,79.86,84.28,196.01,90.6
"1979","11",90.6,86.54,63.99,89.13,79.16,36.77,123.17,61.91
"1979","12",108.52,99.2,83.04,108.49,95.11,18.18,95.35,106.84
"1980","01",93.48,93.88,63.69,78.09,80.88,25.79,52.81,110.4
"1980","02",40.58,48.61,35.41,34.54,41.77,19.14,29.6,61.53
"1980","03",30.25,32.48,23.91,19.92,27.48,11.3,15.17,35.84
"1980","04",10.62,5.68,5.92,6.57,5.91,-0.55,1.68,6.98
"1980","05",0.07,-2.12,-1.32,-1.55,-1.75,58.22,9.71,0.18
"1980","06",-2.35,1.22,-3.32,-0.1,-0.56,145.87,50.48,16.84
"1980","07",-4.14,6.2,-3.38,5.36,2.75,170.2,65.05,25.03
"1980","08",-1.11,21.51,5.07,33.14,17.71,157.75,90.95,58.94
"1980","09",54.3,66.69,51.68,104.42,67.61,149.2,186.24,101.02
"1980","10",93.95,106.84,79.88,112.29,98.4,89.67,245.58,118.33
"1980","11",100.29,88.08,83.27,113.75,90.57,29.73,142.95,111.74
"1980","12",141.07,130.42,111.73,124.57,123.01,28.51,87.28,114.48
"1981","01",71.62,69.99,41.48,46.73,56.37,17.84,29.75,66.5
"1981","02",35.1,41.88,17.74,15.61,29.28,7.43,11.8,35.44
"1981","03",32.58,21.8,18.06,16.33,19.62,11.41,15.33,34.2
"1981","04",19.24,7.34,4.49,7.61,6.4,-1.74,1.8,12
"1981","05",3.16,3.49,0.55,0.54,2,42.83,17.28,4.2
"1981","06",-4.11,0.06,-4.05,-2.87,-1.84,158.12,35.77,-2.81
"1981","07",-4.34,24.78,1.02,16.88,15.28,183.08,85.68,10.51
"1981","08",0,25.34,12.42,43.35,23.79,152.4,108.09,37.78
"1981","09",53.86,74.66,59.63,93.4,72.5,135.45,194.99,90.31
"1981","10",74.49,81.58,70.35,101.96,80.99,64.08,194.75,78.84
"1981","11",88.73,80,78.95,106.98,84,37.94,131.54,71.27
"1981","12",105.24,117.04,93.47,105.88,107.08,25.46,96.68,94.69
"1982","01",98.41,123.41,73.06,85.61,99.88,29.01,50.67,113.33
"1982","02",34.08,37.91,20.81,16.14,28.47,9.18,12.82,45.67
"1982","03",29.25,26.12,16.81,15.73,21.22,7.18,13.8,27.74
"1982","04",21.9,14.86,13.44,16.93,14.7,8.32,13.35,27.23
"1982","05",-1.57,-5.33,-4.32,-2.46,-4.52,0.5,-1.84,-2.62
"1982","06",-1.39,-2.86,-4.37,-2.86,-3.38,133.31,35.64,-2.03
"1982","07",-5.33,-3.4,-6.38,0.51,-3.8,169.71,64.83,12.89
"1982","08",-0.13,37.42,13.71,55.9,32.21,165.89,140.98,76.5
"1982","09",24.46,45.29,22.34,51.56,38.37,102.96,132.97,49.95
"1982","10",51.34,58.91,52.55,80.54,60.21,87.54,173.8,75.43
"1982","11",89.54,92.41,83.87,107.17,91.85,42.67,152.78,83.79
"1982","12",88.25,92.34,71.86,102.66,86.93,17.68,92.76,83.31
"1983","01",79.25,84.86,59.82,79.54,75.34,20.41,60.63,96.63
"1983","02",43.53,34.42,36.9,38.3,35.91,11.79,31.78,47.06
"1983","03",55.27,37.33,41.96,33.54,38.32,12.39,28.52,43.26
"1983","04",26.97,21.01,19.08,14.82,19.34,37.15,26.89,15.93
"1983","05",11.83,6.58,4.46,6.03,5.76,108.57,37.12,13.99
"1983","06",-2,4.26,-2.97,1.63,1.33,138.39,38.93,17.97
"1983","07",-4.1,13.87,1.78,16.67,10.14,190.08,84.75,42.2
"1983","08",1.75,36.02,18.17,52.31,32.48,171.38,125.82,62.13
"1983","09",53.69,85.13,69.12,98.59,81.77,150.23,213.99,93.33
"1983","10",76.8,69.15,84.05,116.01,81.89,91.18,207.02,99.11
"1983","11",115.83,101.5,109,130.24,108.74,37.31,137.68,87.92
"1983","12",146.34,168.08,136.56,136.1,152,35.8,128.91,148.8
"1984","01",77.84,75.59,56.77,64.52,67.29,11.91,28.89,83.77
"1984","02",34.14,22.84,20.32,16.17,20.89,8.23,13.53,35.01
"1984","03",48.92,44.78,31.16,22.32,36.43,12.07,28.02,56.43
"1984","04",8.6,8.22,2.8,4.74,5.78,-0.64,9.49,5.93
"1984","05",3.81,0.75,0.8,-0.08,0.63,9.07,38.97,2.14
"1984","06",-4.66,-4.52,-6.79,-1.42,-4.8,137.8,37.47,7.5
"1984","07",-4.81,15.8,-2.46,13.45,9.1,170.24,88.58,33.33
"1984","08",-0.34,35.32,9.6,46.42,28.22,166.27,117.57,54.22
"1984","09",47.01,72.98,52.5,105.28,71.12,121.41,166.14,91.09
"1984","10",55.51,48.46,44.73,70.32,50.71,65.33,126.57,54.87
"1984","11",106.99,99.38,98.78,127,103.64,45.53,188.46,104.11
"1984","12",109.39,107.7,95.18,146.76,109.69,17,91.6,102.55
"1985","01",85.89,110,71.37,92.73,93.85,32.13,66.79,117.15
"1985","02",39.65,42.25,31.15,16.84,34.3,11.79,16.6,46.15
"1985","03",32.23,20.31,25.12,28.53,23.3,7.43,10.41,39.82
"1985","04",18.5,11.01,9.77,18.65,11.82,-0.47,7.35,18.23
"1985","05",-0.94,-1.85,-2.49,-2.82,-2.23,79.83,26.59,-0.07
"1985","06",-2.7,14.06,-2.2,-2.13,5.82,137.6,61.55,16.54
"1985","07",-3.28,24.19,8.01,9.45,16.21,172.73,81.77,33.3
"1985","08",9.43,34.96,22.65,50.59,33.23,157.25,121.1,57.9
"1985","09",45.27,55.54,43.92,58.68,52.03,128.69,161.29,60.44
"1985","10",65.94,65.27,64.87,83.62,68.1,77.85,186.49,80.92
"1985","11",133.02,105.95,104.15,130.15,109.24,41.76,137.03,91.07
"1985","12",164.86,154.71,129.46,125.31,141.22,34.76,145.07,156.89
"1986","01",84.73,67.11,66.84,83.52,69.67,15.21,31.79,90.06
"1986","02",40.68,40.35,39.95,27.9,38.2,9.03,17.13,51.49
"1986","03",33.05,22.6,22.84,17.12,21.8,5.95,12.09,30.23
"1986","04",11.92,7.24,4.9,12.34,7.26,-0.78,2.15,6.24
"1986","05",2,-1.58,-0.35,0.49,-0.82,27.41,5.23,0.97
"1986","06",-3.13,4.29,-3.58,-0.01,0.87,158.26,45.39,12.81
"1986","07",-6.55,4.81,-1.76,7.21,2.93,172.12,60.42,20.41
"1986","08",5.07,63.4,36.97,79.83,56.92,176.01,154.49,78.03
"1986","09",27.11,41.23,38.21,69.61,44.78,88.72,110.65,55.01
"1986","10",66.43,63.9,59.69,106.85,69.4,89.9,187.23,75.11
"1986","11",133.86,125.26,121.3,167.08,130.66,42.71,166.22,103.75
"1986","12",105.82,104.69,89.04,108.24,99.85,16.69,87.28,102.27
"1987","01",99.64,78.16,63.87,78.84,73.33,19.86,53.06,98.76
"1987","02",56.26,38.5,40.04,33.4,38.21,15.52,29.07,53.15
"1987","03",52.51,38.49,37.66,25.67,36.13,9.9,22.74,31.71
"1987","04",17,12.34,13.19,8.09,11.95,18.47,11.8,9.22
"1987","05",5.21,5.72,1.88,1.67,3.74,87.3,20.38,8.31
"1987","06",-3.15,14.39,1.07,2.46,7.85,178.86,58.97,22.2
"1987","07",-3.13,24.84,14.17,26.93,21.49,177.91,77.39,45.31
"1987","08",26.86,60.6,46.77,81.25,59.16,181.14,167.53,88.08
"1987","09",38.35,46.46,39.8,73.46,48.53,115.03,141.49,54.99
"1987","10",117.69,115.3,101.71,151.02,116.38,77.51,227.11,92.83
"1987","11",112.65,84.1,95.91,147.06,98.37,35.74,124.27,91.71
"1987","12",121.16,104.72,102.34,124.03,107.02,16.91,95.67,102.13
"1988","01",144.4,122.95,99.31,100.76,111.18,25.78,53.28,127.1
"1988","02",82.43,65.7,61.9,34.69,59.37,16.97,28.58,68.03
"1988","03",50.17,28.99,29.76,21.65,28.07,9.43,19.37,45.33
"1988","04",16.64,15.47,12.2,14.47,14.18,0.06,3.54,10.84
"1988","05",1.83,2.62,0.07,-0.02,1.31,57.57,9.25,-0.45
"1988","06",-3.05,26.82,2.37,2.49,14.43,186.85,61.2,28.96
"1988","07",-4.63,21.96,4.56,3.42,12.94,167.76,55.17,17.55
"1988","08",7.89,55.72,37.23,62.67,50.45,190.03,141.29,78.42
"1988","09",45.38,62.07,60.42,97.35,67.21,120.41,166.26,77.87
"1988","10",111.69,122.98,115.38,165.3,127.2,87.39,243.54,110.15
"1988","11",103.08,75.38,82.3,122.16,85.34,23.04,111.99,62.67
"1988","12",144.58,131.75,125.46,142.29,131.28,27.74,96.49,128.57
"1989","01",87.19,81.23,65.39,61.43,72.55,14.72,33.87,92.44
"1989","02",82.48,74.5,65.24,26.53,63.53,17.44,39.43,64.5
"1989","03",43.62,38.94,37.19,21.98,35.59,10.43,18.62,41.75
"1989","04",20.08,13.46,9.85,17.52,12.87,0.97,7.1,15.41
"1989","05",2.15,0.69,2.62,0.45,1.32,56.03,8.71,-1.56
